simulation_number,port,price,fuel_amount,refuel_amount,speed,fuel_cost,total_cost
543607302,6,2343.75,48.0,15,1,,
543607302,7,1953.125,41.0,34,1,,
543607302,8,2734.375,10.0,135,1,,
543607302,9,3662.109375,45.0,1,1,,
543607302,,,,,,781165.234375,1400.0
543607303,0,1000,0.0,67,1,,
543607303,1,1500.0,37.0,8,1,,
543607303,2,1250.0,20.0,86,1,,
543607303,3,2148.4375,76.0,64,1,,
543607303,4,1464.84375,115.0,3,1,,
543607303,5,1098.6328125,85.0,41,1,,
543607303,6,1647.94921875,81.0,5,1,,
543607303,7,1716.61376953125,64.0,41,1,,
543607303,8,3004.0740966796875,40.0,83,1,,
543607303,9,4023.313522338867,23.0,22,1,,
543607303,,,,,,830410.4347229004,1400.0
543607304,0,1000,0.0,45,1,,
543607304,1,900.0,15.0,22,1,,
543607304,2,600.0,12.0,128,1,,
543607304,3,1031.25,110.0,8,1,,
543607304,4,1171.875,93.0,5,1,,
543607304,5,1464.84375,65.0,73,1,,
543607304,6,2197.265625,93.0,25,1,,
543607304,7,2288.818359375,96.0,39,1,,
543607304,8,3204.345703125,70.0,53,1,,
543607304,9,3433.2275390625,23.0,25,1,,
543607304,,,,,,702999.5361328125,1400.0
543607305,0,1000,0.0,45,1,,
543607305,1,1500.0,15.0,10,1,,
543607305,2,1250.0,0.0,38,1,,
543607305,3,1289.0625,8.0,22,1,,
543607305,4,878.90625,5.0,145,1,,
543607305,5,659.1796875,117.0,22,1,,
543607305,6,988.76953125,94.0,5,1,,
543607305,7,1029.96826171875,77.0,71,1,,
543607305,8,1802.4444580078125,83.0,43,1,,
543607305,9,1448.3928680419922,26.0,20,1,,
543607305,,,,,,502847.29766845703,1400.0
543607306,0,1000,0.0,49,1,,
543607306,1,900.0,19.0,53,1,,
543607306,2,450.0,47.0,9,1,,
543607306,3,773.4375,26.0,38,1,,
543607306,4,527.34375,39.0,3,1,,
543607306,5,395.5078125,9.0,130,1,,
543607306,6,474.609375,94.0,5,1,,
543607306,7,395.5078125,77.0,45,1,,
543607306,8,692.138671875,57.0,44,1,,
543607306,9,741.5771484375,1.0,44,1,,
543607306,,,,,,306893.06640625,1400.0
543607307,0,1000,0.0,43,1,,
543607307,1,1500.0,13.0,63,1,,
543607307,2,1000.0,51.0,60,1,,
543607307,3,1718.75,81.0,23,1,,
543607307,4,1562.5,79.0,22,1,,
543607307,5,1953.125,68.0,31,1,,
543607307,6,1757.8125,54.0,39,1,,
543607307,7,1831.0546875,71.0,24,1,,
543607307,8,1922.607421875,30.0,101,1,,
543607307,9,2059.9365234375,31.0,15,1,,
543607307,,,,,,710035.5224609375,1400.0
543607308,0,1000,0.0,53,1,,
543607308,1,900.0,23.0,38,1,,
543607308,2,450.0,36.0,105,1,,
543607308,3,464.0625,111.0,8,1,,
543607308,4,316.40625,94.0,3,1,,
543607308,5,395.5078125,64.0,16,1,,
543607308,6,474.609375,35.0,3,1,,
543607308,7,395.5078125,16.0,130,1,,
543607308,8,692.138671875,81.0,20,1,,
543607308,9,556.182861328125,1.0,44,1,,
543607308,,,,,,277094.5068359375,1400.0
543607309,0,1000,0.0,58,1,,
543607309,1,1500.0,28.0,13,1,,
543607309,2,750.0,16.0,82,1,,
543607309,3,1289.0625,68.0,27,1,,
543607309,4,1464.84375,70.0,3,1,,
543607309,5,1464.84375,40.0,6,1,,
543607309,6,1757.8125,1.0,82,1,,
543607309,7,1098.6328125,61.0,38,1,,
543607309,8,1922.607421875,34.0,109,1,,
543607309,9,2059.9365234375,43.0,5,1,,
543607309,,,,,,633240.8447265625,1400.0
543607310,0,1000,0.0,63,1,,
543607310,1,900.0,33.0,27,1,,
543607310,2,600.0,35.0,41,1,,
543607310,3,825.0,46.0,39,1,,
543607310,4,937.5,60.0,5,1,,
543607310,5,937.5,32.0,82,1,,
543607310,6,1406.25,69.0,8,1,,
543607310,7,1171.875,55.0,22,1,,
543607310,8,1230.46875,12.0,130,1,,
543607310,9,1647.94921875,42.0,5,1,,
543607310,,,,,,471369.43359375,1400.0
543607311,0,1000,0.0,63,1,,
543607311,1,900.0,33.0,3,1,,
543607311,2,600.0,11.0,27,1,,
543607311,3,825.0,8.0,17,1,,
543607311,4,562.5,0.0,62,1,,
543607311,5,562.5,29.0,20,1,,
543607311,6,675.0,4.0,36,1,,
543607311,7,562.5,18.0,130,1,,
543607311,8,590.625,83.0,43,1,,
543607311,9,632.8125,26.0,20,1,,
543607311,,,,,,318028.125,1400.0
543607312,0,1000,0.0,64,1,,
543607312,1,1500.0,34.0,18,1,,
543607312,2,750.0,27.0,62,1,,
543607312,3,1289.0625,59.0,5,1,,
543607312,4,1464.84375,39.0,1,1,,
543607312,5,1831.0546875,7.0,41,1,,
543607312,6,2746.58203125,3.0,27,1,,
543607312,7,2861.02294921875,8.0,125,1,,
543607312,8,5006.7901611328125,68.0,63,1,,
543607312,9,5364.418029785156,31.0,15,1,,
543607312,,,,,,1088663.0325317383,1400.0
543607313,0,1000,0.0,36,1,,
543607313,1,1200,6.0,49,1,,
543607313,2,800,30.0,92,1,,
543607313,3,1100,92.0,48,1,,
543607313,4,1250.0,115.0,1,1,,
543607313,5,1250.0,83.0,17,1,,
543607313,6,1875.0,55.0,27,1,,
543607313,7,1562.5,60.0,38,1,,
543607313,8,2734.375,33.0,101,1,,
543607313,9,3662.109375,34.0,12,1,,
543607313,,,,,,714317.1875,1400.0
543607314,0,1000,0.0,68,1,,
543607314,1,1500.0,38.0,6,1,,
543607314,2,1000.0,19.0,126,1,,
543607314,3,1375.0,115.0,16,1,,
543607314,4,1562.5,106.0,12,1,,
543607314,5,1953.125,85.0,39,1,,
543607314,6,1757.8125,79.0,10,1,,
543607314,7,1831.0546875,67.0,5,1,,
543607314,8,2563.4765625,7.0,130,1,,
543607314,9,2059.9365234375,37.0,10,1,,
543607314,,,,,,741006.591796875,1400.0
543607315,0,1000,0.0,150,1,,
543607315,1,900.0,120.0,2,1,,
543607315,2,750.0,97.0,8,1,,
543607315,3,773.4375,75.0,31,1,,
543607315,4,527.34375,81.0,1,1,,
543607315,5,395.5078125,49.0,20,1,,
543607315,6,355.95703125,24.0,1,1,,
543607315,7,370.78857421875,3.0,128,1,,
543607315,8,519.10400390625,66.0,62,1,,
543607315,9,417.13714599609375,28.0,20,1,,
543607315,,,,,,319058.1481933594,1400.0
543607316,0,1000,0.0,82,1,,
543607316,1,900.0,52.0,64,1,,
543607316,2,750.0,91.0,3,1,,
543607316,3,1031.25,64.0,18,1,,
543607316,4,1171.875,57.0,1,1,,
543607316,5,1464.84375,25.0,25,1,,
543607316,6,1757.8125,5.0,29,1,,
543607316,7,1831.0546875,12.0,73,1,,
543607316,8,2563.4765625,20.0,106,1,,
543607316,9,2059.9365234375,26.0,19,1,,
543607316,,,,,,734216.3330078125,1400.0
543607317,0,1000,0.0,63,1,,
543607317,1,1200,33.0,16,1,,
543607317,2,1000.0,24.0,58,1,,
543607317,3,1718.75,52.0,6,1,,
543607317,4,1562.5,33.0,5,1,,
543607317,5,1953.125,5.0,82,1,,
543607317,6,1757.8125,42.0,55,1,,
543607317,7,1098.6328125,75.0,5,1,,
543607317,8,1538.0859375,15.0,130,1,,
543607317,9,1235.9619140625,45.0,1,1,,
543607317,,,,,,662341.2353515625,1400.0
543607318,0,1000,0.0,133,1,,
543607318,1,900.0,103.0,1,1,,
543607318,2,450.0,79.0,34,1,,
543607318,3,773.4375,83.0,20,1,,
543607318,4,703.125,78.0,1,1,,
543607318,5,878.90625,46.0,76,1,,
543607318,6,1318.359375,77.0,3,1,,
543607318,7,823.974609375,58.0,10,1,,
543607318,8,865.17333984375,3.0,140,1,,
543607318,9,1158.7142944335938,43.0,5,1,,
543607318,,,,,,411781.41326904297,1400.0
543607319,0,1000,0.0,38,1,,
543607319,1,1200,8.0,22,1,,
543607319,2,1000.0,5.0,135,1,,
543607319,3,1031.25,110.0,11,1,,
543607319,4,1171.875,96.0,3,1,,
543607319,5,1171.875,66.0,27,1,,
543607319,6,1757.8125,48.0,34,1,,
543607319,7,1831.0546875,60.0,81,1,,
543607319,8,1922.607421875,76.0,49,1,,
543607319,9,2574.920654296875,25.0,20,1,,
543607319,,,,,,640187.2314453125,1400.0
543607320,0,1000,0.0,31,1,,
543607320,1,900.0,1.0,24,1,,
543607320,2,450.0,0.0,130,1,,
543607320,3,618.75,100.0,19,1,,
543607320,4,421.875,94.0,5,1,,
543607320,5,527.34375,66.0,8,1,,
543607320,6,791.015625,29.0,1,1,,
543607320,7,659.1796875,8.0,116,1,,
543607320,8,922.8515625,59.0,68,1,,
543607320,9,1235.9619140625,27.0,20,1,,
543607320,,,,,,334413.37890625,1400.0
543607321,0,1000,0.0,62,1,,
543607321,1,900.0,32.0,22,1,,
543607321,2,600.0,29.0,11,1,,
543607321,3,1031.25,10.0,27,1,,
543607321,4,937.5,12.0,130,1,,
543607321,5,1171.875,109.0,31,1,,
543607321,6,1406.25,95.0,8,1,,
543607321,7,1464.84375,81.0,36,1,,
543607321,8,2563.4765625,52.0,71,1,,
543607321,9,3433.2275390625,23.0,25,1,,
543607321,,,,,,646768.7744140625,1400.0
543607322,0,1000,0.0,58,1,,
543607322,1,1200,28.0,44,1,,
543607322,2,800,47.0,68,1,,
543607322,3,1100,85.0,5,1,,
543607322,4,1250.0,65.0,1,1,,
543607322,5,1562.5,33.0,63,1,,
543607322,6,2343.75,51.0,31,1,,
543607322,7,1464.84375,60.0,8,1,,
543607322,8,1538.0859375,3.0,142,1,,
543607322,9,2059.9365234375,45.0,1,1,,
543607322,,,,,,615730.6396484375,1400.0
543607323,0,1000,0.0,60,1,,
543607323,1,1500.0,30.0,3,1,,
543607323,2,1250.0,8.0,107,1,,
543607323,3,1718.75,85.0,38,1,,
543607323,4,1953.125,98.0,8,1,,
543607323,5,2441.40625,73.0,58,1,,
543607323,6,2197.265625,86.0,19,1,,
543607323,7,2288.818359375,83.0,43,1,,
543607323,8,3204.345703125,61.0,67,1,,
543607323,9,4291.534423828125,28.0,20,1,,
543607323,,,,,,901978.1494140625,1400.0
543607324,0,1000,0.0,31,1,,
543607324,1,1500.0,1.0,93,1,,
543607324,2,1000.0,69.0,81,1,,
543607324,3,1718.75,120.0,10,1,,
543607324,4,1562.5,105.0,31,1,,
543607324,5,1562.5,103.0,39,1,,
543607324,6,1875.0,97.0,38,1,,
543607324,7,1171.875,113.0,3,1,,
543607324,8,2050.78125,51.0,77,1,,
543607324,9,2746.58203125,28.0,20,1,,
543607324,,,,,,706169.921875,1400.0
543607325,0,1000,0.0,45,1,,
543607325,1,900.0,15.0,20,1,,
543607325,2,750.0,10.0,128,1,,
543607325,3,1289.0625,108.0,16,1,,
543607325,4,878.90625,99.0,5,1,,
543607325,5,1098.6328125,71.0,5,1,,
543607325,6,1647.94921875,31.0,8,1,,
543607325,7,1373.291015625,17.0,133,1,,
543607325,8,1922.607421875,85.0,34,1,,
543607325,9,2059.9365234375,19.0,27,1,,
543607325,,,,,,546830.9326171875,1400.0
543607326,0,1000,0.0,43,1,,
543607326,1,1200,13.0,31,1,,
543607326,2,600.0,19.0,58,1,,
543607326,3,1031.25,47.0,67,1,,
543607326,4,937.5,89.0,3,1,,
543607326,5,937.5,59.0,8,1,,
543607326,6,1125.0,22.0,1,1,,
543607326,7,937.5,1.0,111,1,,
543607326,8,984.375,47.0,77,1,,
543607326,9,791.015625,24.0,25,1,,
543607326,,,,,,435666.015625,1400.0
543607327,0,1000,0.0,74,1,,
543607327,1,1500.0,44.0,3,1,,
543607327,2,750.0,22.0,17,1,,
543607327,3,1031.25,9.0,39,1,,
543607327,4,1171.875,23.0,17,1,,
543607327,5,878.90625,7.0,48,1,,
543607327,6,791.015625,10.0,130,1,,
543607327,7,659.1796875,118.0,24,1,,
543607327,8,922.8515625,77.0,29,1,,
543607327,9,741.5771484375,6.0,39,1,,
543607327,,,,,,408414.6728515625,1400.0
543607328,0,1000,0.0,31,1,,
543607328,1,1500.0,1.0,25,1,,
543607328,2,1000.0,1.0,48,1,,
543607328,3,1718.75,19.0,20,1,,
543607328,4,1171.875,14.0,130,1,,
543607328,5,1464.84375,111.0,18,1,,
543607328,6,2197.265625,84.0,15,1,,
543607328,7,2288.818359375,77.0,38,1,,
543607328,8,2403.25927734375,50.0,73,1,,
543607328,9,1931.1904907226562,23.0,22,1,,
543607328,,,,,,707944.1375732422,1400.0
543607329,0,1000,0.0,71,1,,
543607329,1,1200,41.0,10,1,,
543607329,2,1000.0,26.0,62,1,,
543607329,3,1718.75,58.0,12,1,,
543607329,4,1562.5,45.0,5,1,,
543607329,5,1171.875,17.0,71,1,,
543607329,6,1406.25,43.0,8,1,,
543607329,7,1171.875,29.0,38,1,,
543607329,8,2050.78125,2.0,128,1,,
543607329,9,1647.94921875,30.0,15,1,,
543607329,,,,,,640141.11328125,1400.0
543607500,0,1000,0.0,43,1,,
543607500,1,1200,13.0,41,1,,
543607500,2,600.0,29.0,57,1,,
543607500,3,1031.25,56.0,2,1,,
543607500,4,703.125,33.0,10,1,,
543607500,5,878.90625,10.0,43,1,,
543607500,6,1054.6875,8.0,20,1,,
543607500,7,659.1796875,6.0,119,1,,
543607500,8,692.138671875,60.0,63,1,,
543607500,9,556.182861328125,23.0,25,1,,
543607500,,,,,,370832.1594238281,1400.0
543607501,0,1000,0.0,43,1,,
543607501,1,1200,13.0,20,1,,
543607501,2,600.0,8.0,121,1,,
543607501,3,1031.25,99.0,50,1,,
543607501,4,1171.875,124.0,10,1,,
543607501,5,878.90625,101.0,25,1,,
543607501,6,1318.359375,81.0,57,1,,
543607501,7,1373.291015625,116.0,29,1,,
543607501,8,1922.607421875,80.0,43,1,,
543607501,9,2059.9365234375,23.0,25,1,,
543607501,,,,,,514496.3623046875,1400.0
543607502,0,1000,0.0,48,1,,
543607502,1,1200,18.0,16,1,,
543607502,2,800,9.0,140,1,,
543607502,3,1375.0,119.0,3,1,,
543607502,4,1562.5,97.0,1,1,,
543607502,5,1562.5,65.0,31,1,,
543607502,6,2343.75,51.0,6,1,,
543607502,7,1953.125,35.0,114,1,,
543607502,8,2734.375,84.0,58,1,,
543607502,9,3662.109375,42.0,5,1,,
543607502,,,,,,687448.046875,1400.0
543607503,0,1000,0.0,86,1,,
543607503,1,1500.0,56.0,18,1,,
543607503,2,1250.0,49.0,45,1,,
543607503,3,2148.4375,64.0,43,1,,
543607503,4,1464.84375,82.0,1,1,,
543607503,5,1098.6328125,50.0,10,1,,
543607503,6,1647.94921875,15.0,22,1,,
543607503,7,1716.61376953125,15.0,128,1,,
543607503,8,3004.0740966796875,78.0,53,1,,
543607503,9,4023.313522338867,31.0,15,1,,
543607503,,,,,,790131.0596466064,1400.0
543607504,0,1000,0.0,34,1,,
543607504,1,900.0,4.0,39,1,,
543607504,2,600.0,18.0,49,1,,
543607504,3,1031.25,37.0,71,1,,
543607504,4,1171.875,83.0,1,1,,
543607504,5,1464.84375,51.0,57,1,,
543607504,6,2197.265625,63.0,76,1,,
543607504,7,2288.818359375,117.0,22,1,,
543607504,8,3204.345703125,74.0,53,1,,
543607504,9,3433.2275390625,27.0,20,1,,
543607504,,,,,,752727.783203125,1400.0
543607505,0,1000,0.0,60,1,,
543607505,1,1500.0,30.0,50,1,,
543607505,2,1250.0,55.0,20,1,,
543607505,3,1289.0625,45.0,24,1,,
543607505,4,878.90625,44.0,1,1,,
543607505,5,659.1796875,12.0,64,1,,
543607505,6,988.76953125,31.0,12,1,,
543607505,7,1029.96826171875,21.0,53,1,,
543607505,8,1802.4444580078125,9.0,130,1,,
543607505,9,1448.3928680419922,39.0,10,1,,
543607505,,,,,,589759.1667175293,1400.0
543607506,0,1000,0.0,43,1,,
543607506,1,900.0,13.0,95,1,,
543607506,2,450.0,83.0,39,1,,
543607506,3,773.4375,92.0,29,1,,
543607506,4,527.34375,96.0,3,1,,
543607506,5,395.5078125,66.0,29,1,,
543607506,6,474.609375,50.0,3,1,,
543607506,7,395.5078125,31.0,34,1,,
543607506,8,692.138671875,0.0,130,1,,
543607506,9,741.5771484375,30.0,15,1,,
543607506,,,,,,338004.2236328125,1400.0
543607507,0,1000,0.0,57,1,,
543607507,1,1500.0,27.0,81,1,,
543607507,2,1000.0,83.0,62,1,,
543607507,3,1718.75,115.0,9,1,,
543607507,4,1562.5,99.0,5,1,,
543607507,5,1953.125,71.0,8,1,,
543607507,6,1757.8125,34.0,22,1,,
543607507,7,1831.0546875,34.0,106,1,,
543607507,8,1922.607421875,75.0,60,1,,
543607507,9,2059.9365234375,35.0,10,1,,
543607507,,,,,,688625.732421875,1400.0
543607508,0,1000,0.0,39,1,,
543607508,1,900.0,9.0,63,1,,
543607508,2,450.0,47.0,58,1,,
543607508,3,464.0625,75.0,19,1,,
543607508,4,316.40625,69.0,3,1,,
543607508,5,395.5078125,39.0,39,1,,
543607508,6,474.609375,33.0,1,1,,
543607508,7,395.5078125,12.0,114,1,,
543607508,8,692.138671875,61.0,69,1,,
543607508,9,556.182861328125,30.0,15,1,,
543607508,,,,,,289154.0222167969,1400.0
543607509,0,1000,0.0,41,1,,
543607509,1,1500.0,11.0,19,1,,
543607509,2,750.0,5.0,135,1,,
543607509,3,1289.0625,110.0,6,1,,
543607509,4,1464.84375,91.0,1,1,,
543607509,5,1464.84375,59.0,29,1,,
543607509,6,1757.8125,43.0,1,1,,
543607509,7,1098.6328125,22.0,128,1,,
543607509,8,1922.607421875,85.0,38,1,,
543607509,9,2059.9365234375,23.0,25,1,,
543607509,,,,,,529869.9951171875,1400.0
543607510,0,1000,0.0,58,1,,
543607510,1,900.0,28.0,22,1,,
543607510,2,600.0,25.0,55,1,,
543607510,3,825.0,50.0,29,1,,
543607510,4,937.5,54.0,1,1,,
543607510,5,937.5,22.0,36,1,,
543607510,6,1406.25,13.0,36,1,,
543607510,7,1171.875,27.0,71,1,,
543607510,8,1230.46875,33.0,74,1,,
543607510,9,1647.94921875,7.0,38,1,,
543607510,,,,,,497417.3828125,1400.0
543607511,0,1000,0.0,34,1,,
543607511,1,900.0,4.0,93,1,,
543607511,2,600.0,72.0,19,1,,
543607511,3,825.0,61.0,50,1,,
543607511,4,562.5,86.0,12,1,,
543607511,5,562.5,65.0,3,1,,
543607511,6,675.0,23.0,1,1,,
543607511,7,562.5,2.0,128,1,,
543607511,8,590.625,65.0,58,1,,
543607511,9,632.8125,23.0,25,1,,
543607511,,,,,,342039.0625,1400.0
543607512,0,1000,0.0,101,1,,
543607512,1,1500.0,71.0,10,1,,
543607512,2,750.0,56.0,93,1,,
543607512,3,1289.0625,119.0,12,1,,
543607512,4,1464.84375,106.0,36,1,,
543607512,5,1831.0546875,109.0,24,1,,
543607512,6,2746.58203125,88.0,24,1,,
543607512,7,2861.02294921875,90.0,1,1,,
543607512,8,5006.7901611328125,26.0,106,1,,
543607512,9,5364.418029785156,32.0,15,1,,
543607512,,,,,,1018363.4567260742,1400.0
543607513,0,1000,0.0,53,1,,
543607513,1,1200,23.0,5,1,,
543607513,2,800,3.0,145,1,,
543607513,3,1100,118.0,9,1,,
543607513,4,1250.0,102.0,3,1,,
543607513,5,1250.0,72.0,44,1,,
543607513,6,1875.0,71.0,27,1,,
543607513,7,1562.5,76.0,15,1,,
543607513,8,2734.375,26.0,97,1,,
543607513,9,3662.109375,23.0,25,1,,
543607513,,,,,,714999.609375,1400.0
543607514,0,1000,0.0,60,1,,
543607514,1,1500.0,30.0,6,1,,
543607514,2,1000.0,11.0,106,1,,
543607514,3,1375.0,87.0,29,1,,
543607514,4,1562.5,91.0,1,1,,
543607514,5,1953.125,59.0,45,1,,
543607514,6,1757.8125,59.0,11,1,,
543607514,7,1831.0546875,48.0,62,1,,
543607514,8,2563.4765625,45.0,58,1,,
543607514,9,2059.9365234375,3.0,43,1,,
543607514,,,,,,714948.3642578125,1400.0
543607515,0,1000,0.0,44,1,,
543607515,1,900.0,14.0,15,1,,
543607515,2,750.0,4.0,49,1,,
543607515,3,773.4375,23.0,25,1,,
543607515,4,527.34375,23.0,10,1,,
543607515,5,395.5078125,0.0,130,1,,
543607515,6,355.95703125,85.0,3,1,,
543607515,7,370.78857421875,66.0,15,1,,
543607515,8,519.10400390625,16.0,130,1,,
543607515,9,417.13714599609375,46.0,1,1,,
543607515,,,,,,285305.74798583984,1400.0
543607516,0,1000,0.0,48,1,,
543607516,1,900.0,18.0,18,1,,
543607516,2,750.0,11.0,69,1,,
543607516,3,1031.25,50.0,41,1,,
543607516,4,1171.875,66.0,17,1,,
543607516,5,1464.84375,50.0,76,1,,
543607516,6,1757.8125,81.0,13,1,,
543607516,7,1831.0546875,72.0,17,1,,
543607516,8,2563.4765625,24.0,101,1,,
543607516,9,2059.9365234375,25.0,20,1,,
543607516,,,,,,684070.60546875,1400.0
543607517,0,1000,0.0,69,1,,
543607517,1,1200,39.0,22,1,,
543607517,2,1000.0,36.0,112,1,,
543607517,3,1718.75,118.0,31,1,,
543607517,4,1562.5,124.0,8,1,,
543607517,5,1953.125,99.0,27,1,,
543607517,6,1757.8125,81.0,34,1,,
543607517,7,1098.6328125,93.0,31,1,,
543607517,8,1538.0859375,59.0,64,1,,
543607517,9,1235.9619140625,23.0,25,1,,
543607517,,,,,,589575.4150390625,1400.0
543607518,0,1000,0.0,69,1,,
543607518,1,900.0,39.0,22,1,,
543607518,2,450.0,36.0,5,1,,
543607518,3,773.4375,11.0,15,1,,
543607518,4,703.125,1.0,135,1,,
543607518,5,878.90625,103.0,5,1,,
543607518,6,1318.359375,63.0,48,1,,
543607518,7,823.974609375,89.0,10,1,,
543607518,8,865.17333984375,34.0,97,1,,
543607518,9,1158.7142944335938,31.0,15,1,,
543607518,,,,,,415291.49322509766,1400.0
543607519,0,1000,0.0,64,1,,
543607519,1,1200,34.0,12,1,,
543607519,2,1000.0,21.0,100,1,,
543607519,3,1031.25,91.0,22,1,,
543607519,4,1171.875,88.0,5,1,,
543607519,5,1171.875,60.0,9,1,,
543607519,6,1757.8125,24.0,17,1,,
543607519,7,1831.0546875,19.0,121,1,,
543607519,8,1922.607421875,75.0,57,1,,
543607519,9,2574.920654296875,32.0,15,1,,
543607519,,,,,,657646.6125488281,1400.0
543607520,0,1000,0.0,105,1,,
543607520,1,900.0,75.0,5,1,,
543607520,2,450.0,55.0,60,1,,
543607520,3,618.75,85.0,45,1,,
543607520,4,421.875,105.0,1,1,,
543607520,5,527.34375,73.0,76,1,,
543607520,6,791.015625,104.0,31,1,,
543607520,7,659.1796875,113.0,6,1,,
543607520,8,922.8515625,54.0,69,1,,
543607520,9,1235.9619140625,23.0,25,1,,
543607520,,,,,,368396.1181640625,1400.0
543607521,0,1000,0.0,77,1,,
543607521,1,900.0,47.0,6,1,,
543607521,2,600.0,28.0,5,1,,
543607521,3,1031.25,3.0,130,1,,
543607521,4,937.5,108.0,3,1,,
543607521,5,1171.875,78.0,38,1,,
543607521,6,1406.25,71.0,5,1,,
543607521,7,1464.84375,54.0,19,1,,
543607521,8,2563.4765625,8.0,121,1,,
543607521,9,3433.2275390625,29.0,17,1,,
543607521,,,,,,710715.0634765625,1400.0
543607522,0,1000,0.0,60,1,,
543607522,1,1200,30.0,24,1,,
543607522,2,800,29.0,5,1,,
543607522,3,1100,4.0,34,1,,
543607522,4,1250.0,13.0,130,1,,
543607522,5,1562.5,110.0,16,1,,
543607522,6,2343.75,81.0,18,1,,
543607522,7,1464.84375,77.0,58,1,,
543607522,8,1538.0859375,70.0,53,1,,
543607522,9,2059.9365234375,23.0,25,1,,
543607522,,,,,,618365.4052734375,1400.0
543607523,0,1000,0.0,41,1,,
543607523,1,1500.0,11.0,48,1,,
543607523,2,1250.0,34.0,92,1,,
543607523,3,1718.75,96.0,22,1,,
543607523,4,1953.125,93.0,5,1,,
543607523,5,2441.40625,65.0,6,1,,
543607523,6,2197.265625,26.0,27,1,,
543607523,7,2288.818359375,31.0,114,1,,
543607523,8,3204.345703125,80.0,43,1,,
543607523,9,4291.534423828125,23.0,22,1,,
543607523,,,,,,883178.6499023438,1400.0
543607524,0,1000,0.0,76,1,,
543607524,1,1500.0,46.0,24,1,,
543607524,2,1000.0,45.0,97,1,,
543607524,3,1718.75,112.0,25,1,,
543607524,4,1562.5,112.0,3,1,,
543607524,5,1562.5,82.0,22,1,,
543607524,6,1875.0,59.0,44,1,,
543607524,7,1171.875,81.0,10,1,,
543607524,8,2050.78125,26.0,97,1,,
543607524,9,2746.58203125,23.0,25,1,,
543607524,,,,,,693340.33203125,1400.0
543607525,0,1000,0.0,50,1,,
543607525,1,900.0,20.0,15,1,,
543607525,2,750.0,10.0,140,1,,
543607525,3,1289.0625,120.0,10,1,,
543607525,4,878.90625,105.0,25,1,,
543607525,5,1098.6328125,97.0,25,1,,
543607525,6,1647.94921875,77.0,39,1,,
543607525,7,1373.291015625,94.0,5,1,,
543607525,8,1922.607421875,34.0,100,1,,
543607525,9,2059.9365234375,34.0,15,1,,
543607525,,,,,,565625.3662109375,1400.0
543607526,0,1000,0.0,95,1,,
543607526,1,1200,65.0,12,1,,
543607526,2,600.0,52.0,20,1,,
543607526,3,1031.25,42.0,17,1,,
543607526,4,937.5,34.0,1,1,,
543607526,5,937.5,2.0,81,1,,
543607526,6,1125.0,38.0,17,1,,
543607526,7,937.5,33.0,53,1,,
543607526,8,984.375,21.0,121,1,,
543607526,9,791.015625,42.0,5,1,,
543607526,,,,,,448183.203125,1400.0
543607527,0,1000,0.0,135,1,,
543607527,1,1500.0,105.0,22,1,,
543607527,2,750.0,102.0,18,1,,
543607527,3,1031.25,90.0,15,1,,
543607527,4,1171.875,80.0,5,1,,
543607527,5,878.90625,52.0,43,1,,
543607527,6,791.015625,50.0,3,1,,
543607527,7,659.1796875,31.0,87,1,,
543607527,8,922.8515625,53.0,73,1,,
543607527,9,741.5771484375,26.0,20,1,,
543607527,,,,,,423042.48046875,1400.0
543607528,0,1000,0.0,102,1,,
543607528,1,1500.0,72.0,8,1,,
543607528,2,1000.0,55.0,38,1,,
543607528,3,1718.75,63.0,3,1,,
543607528,4,1171.875,41.0,1,1,,
543607528,5,1464.84375,9.0,135,1,,
543607528,6,2197.265625,99.0,12,1,,
543607528,7,2288.818359375,89.0,8,1,,
543607528,8,2403.25927734375,32.0,111,1,,
543607528,9,1931.1904907226562,43.0,5,1,,
543607528,,,,,,717677.4978637695,1400.0
543607529,0,1000,0.0,77,1,,
543607529,1,1200,47.0,58,1,,
543607529,2,1000.0,80.0,60,1,,
543607529,3,1718.75,110.0,26,1,,
543607529,4,1562.5,111.0,3,1,,
543607529,5,1171.875,81.0,38,1,,
543607529,6,1406.25,74.0,3,1,,
543607529,7,1171.875,55.0,12,1,,
543607529,8,2050.78125,2.0,130,1,,
543607529,9,1647.94921875,32.0,15,1,,
543607529,,,,,,650608.30078125,1400.0
543607700,0,1000,0.0,30,1,,
543607700,1,1200,0.0,32,1,,
543607700,2,600.0,7.0,30,1,,
543607700,3,1031.25,7.0,81,1,,
543607700,4,703.125,63.0,6,1,,
543607700,5,878.90625,36.0,65,1,,
543607700,6,1054.6875,56.0,94,1,,
543607700,7,659.1796875,128.0,4,1,,
543607700,8,692.138671875,67.0,65,1,,
543607700,9,556.182861328125,32.0,42,1,,
543607700,,,,,,441904.94384765625,1400.0
543607701,0,1000,0.0,32,1,,
543607701,1,1200,2.0,31,1,,
543607701,2,600.0,8.0,71,1,,
543607701,3,1031.25,49.0,36,1,,
543607701,4,1171.875,60.0,83,1,,
543607701,5,878.90625,110.0,25,1,,
543607701,6,1318.359375,90.0,38,1,,
543607701,7,1373.291015625,106.0,15,1,,
543607701,8,1922.607421875,56.0,47,1,,
543607701,9,2059.9365234375,3.0,42,1,,
543607701,,,,,,556240.185546875,1400.0
543607702,0,1000,0.0,30,1,,
543607702,1,1200,0.0,32,1,,
